Position_x,Position_y,value
0.5,0.65,1.5
0.525,0.65,1.5
0.55,0.65,1.5
0.575,0.65,1.5
0.6,0.65,1.5
0.625,0.65,1.5
0.65,0.65,1.5
0.675,0.65,1.5
0.7,0.65,1.5
0.725,0.65,1.5
0.75,0.65,1.5
0.775,0.65,1.5
0.8,0.65,1.5
0.825,0.65,-0.5
0.85,0.65,-0.5
0.875,0.65,-0.5
0.9,0.65,-0.5
0.925,0.65,-0.5
0.95,0.65,-0.5
0.975,0.65,-0.5
1,0.65,-0.5
0,0.625,1.5
0.025,0.625,1.5
0.05,0.625,1.5
0.075,0.625,1.5
0.1,0.625,1.5
0.125,0.625,1.5
0.15,0.625,1.5
0.175,0.625,1.5
0.2,0.625,1.5
0.225,0.625,1.5
0.25,0.625,1.5
0.275,0.625,1.5
0.3,0.625,1.5
0.325,0.625,1.5
0.35,0.625,1.5
0.375,0.625,1.5
0.4,0.625,1.5
0.425,0.625,1.5
0.45,0.625,1.5
0.475,0.625,1.5
0.5,0.625,1.5
0.525,0.625,1.5
0.55,0.625,1.5
0.575,0.625,1.5
0.6,0.625,1.5
0.625,0.625,1.5
0.65,0.625,1.5
0.675,0.625,1.5
0.7,0.625,1.5
0.725,0.625,1.5
0.75,0.625,1.5
0.775,0.625,1.5
0.8,0.625,1.5
0.825,0.625,-0.5
0.85,0.625,-0.5
0.875,0.625,-0.5
0.9,0.625,-0.5
0.925,0.625,-0.5
0.95,0.625,-0.5
0.975,0.625,-0.5
1,0.625,-0.5
0,0.6,1.5
0.025,0.6,1.5
0.05,0.6,1.5
0.075,0.6,1.5
0.1,0.6,1.5
0.125,0.6,1.5
0.15,0.6,1.5
0.175,0.6,1.5
0.2,0.6,1.5
0.225,0.6,1.5
0.25,0.6,1.5
0.275,0.6,1.5
0.3,0.6,1.5
0.325,0.6,1.5
0.35,0.6,1.5
0.375,0.6,1.5
0.4,0.6,1.5
0.425,0.6,1.5
0.45,0.6,1.5
0.475,0.6,1.5
0.5,0.6,1.5
0.525,0.6,1.5
0.55,0.6,1.5
0.575,0.6,1.5
0.6,0.6,1.5
0.625,0.6,1.5
0.65,0.6,1.5
0.675,0.6,1.5
0.7,0.6,1.5
0.725,0.6,1.5
0.75,0.6,1.5
0.775,0.6,1.5
0.8,0.6,1.5
0.825,0.6,-0.5
0.85,0.6,-0.5
0.875,0.6,-0.5
0.9,0.6,-0.5
0.925,0.6,-0.5
0.95,0.6,-0.5
0.975,0.6,-0.5
1,0.6,-0.5
0,0.575,1.5
0.025,0.575,1.5
0.05,0.575,1.5
0.075,0.575,1.5
0.1,0.575,1.5
0.125,0.575,1.5
0.15,0.575,1.5
0.175,0.575,1.5
0.2,0.575,1.5
0.225,0.575,1.5
0.25,0.575,1.5
0.275,0.575,1.5
0.3,0.575,1.5
0.325,0.575,1.5
0.35,0.575,1.5
0.375,0.575,1.5
0.4,0.575,1.5
0.425,0.575,1.5
0.45,0.575,1.5
0.475,0.575,1.5
0.5,0.575,1.5
0.525,0.575,1.5
0.55,0.575,1.5
0.575,0.575,1.5
0.6,0.575,1.5
0.625,0.575,1.5
0.65,0.575,1.5
0.675,0.575,1.5
0.7,0.575,1.5
0.725,0.575,1.5
0.75,0.575,1.5
0.775,0.575,1.5
0.8,0.575,-0.5
0.825,0.575,-0.5
0.85,0.575,-0.5
0.875,0.575,-0.5
0.9,0.575,-0.5
0.925,0.575,-0.5
0.95,0.575,-0.5
0.975,0.575,-0.5
1,0.575,-0.5
0,0.55,1.5
0.025,0.55,1.5
0.05,0.55,1.5
0.075,0.55,1.5
0.1,0.55,1.5
0.125,0.55,1.5
0.15,0.55,1.5
0.175,0.55,1.5
0.2,0.55,1.5
0.225,0.55,1.5
0.25,0.55,1.5
0.275,0.55,1.5
0.3,0.55,1.5
0.325,0.55,1.5
0.35,0.55,1.5
0.375,0.55,1.5
0.4,0.55,1.5
0.425,0.55,1.5
0.45,0.55,1.5
0.475,0.55,1.5
0.5,0.55,1.5
0.525,0.55,1.5
0.55,0.55,1.5
0.575,0.55,1.5
0.6,0.55,1.5
0.625,0.55,1.5
0.65,0.55,1.5
