time,error
0.00719717,69.7923
0.00721198,69.7914
0.00722679,69.7905
0.00724159,69.7895
0.0072564,69.7886
0.00727121,69.7877
0.00728602,69.7868
0.00730083,69.7859
0.00731564,69.7849
0.00733045,69.784
0.00734526,69.7831
0.00736007,69.7822
0.00737488,69.7812
0.00738968,69.7803
0.00740449,69.7794
0.0074193,69.7784
0.00743411,69.7775
0.00744892,69.7766
0.00746373,69.7756
0.00747854,69.7747
0.00749335,69.7737
0.00750816,69.7728
0.00752297,69.7718
0.00753777,69.7709
0.00755258,69.7699
0.00756739,69.769
0.0075822,69.768
0.00759701,69.7671
0.00761182,69.7661
0.00762663,69.7652
0.00764144,69.7642
0.00765625,69.7632
0.00767106,69.7623
0.00768586,69.7613
0.00770067,69.7603
0.00771548,69.7594
0.00773029,69.7584
0.0077451,69.7574
0.00775991,69.7565
0.00777472,69.7555
0.00778953,69.7545
0.00780434,69.7535
0.00781914,69.7525
0.00783395,69.7516
0.00784876,69.7506
0.00786357,69.7496
0.00787838,69.7486
0.00789319,69.7476
0.007908,69.7466
0.00792281,69.7456
0.00793762,69.7447
0.00795243,69.7437
0.00796723,69.7427
0.00798204,69.7417
0.00799685,69.7407
0.00801166,69.7397
0.00802647,69.7387
0.00804128,69.7377
0.00805609,69.7367
0.0080709,69.7357
0.00808571,69.7347
0.00810052,69.7336
0.00811532,69.7326
0.00813013,69.7316
0.00814494,69.7306
0.00815975,69.7296
0.00817456,69.7286
0.00818937,69.7276
0.00820418,69.7265
0.00821899,69.7255
0.0082338,69.7245
0.00824861,69.7235
0.00826341,69.7224
0.00827822,69.7214
0.00829303,69.7204
0.00830784,69.7194
0.00832265,69.7183
0.00833746,69.7173
0.00835227,69.7163
0.00836708,69.7152
0.00838189,69.7142
0.0083967,69.7132
0.0084115,69.7121
0.00842631,69.7111
0.00844112,69.71
0.00845593,69.709
0.00847074,69.7079
0.00848555,69.7069
0.00850036,69.7059
0.00851517,69.7048
0.00852998,69.7038
0.00854479,69.7027
0.00855959,69.7016
0.0085744,69.7006
0.00858921,69.6995
0.00860402,69.6985
0.00861883,69.6974
0.00863364,69.6964
0.00864845,69.6953
0.00866326,69.6942
0.00867807,69.6932
0.00869288,69.6921
0.00870768,69.691
0.00872249,69.69
0.0087373,69.6889
0.00875211,69.6878
0.00876692,69.6868
0.00878173,69.6857
0.00879654,69.6846
0.00881135,69.6835
0.00882616,69.6824
0.00884096,69.6814
0.00885577,69.6803
0.00887058,69.6792
0.00888539,69.6781
0.0089002,69.677
0.00891501,69.676
0.00892982,69.6749
0.00894463,69.6738
0.00895944,69.6727
0.00897425,69.6716
0.00898905,69.6705
0.00900386,69.6694
0.00901867,69.6683
0.00903348,69.6672
0.00904829,69.6661
0.0090631,69.665
0.00907791,69.6639
0.00909272,69.6628
0.00910753,69.6617
0.00912234,69.6606
0.00913714,69.6595
0.00915195,69.6584
0.00916676,69.6573
0.00918157,69.6562
0.00919638,69.6551
0.00921119,69.654
0.009226,69.6529
0.00924081,69.6517
0.00925562,69.6506
0.00927043,69.6495
0.00928523,69.6484
0.00930004,69.6473
0.00931485,69.6462
0.00932966,69.645
0.00934447,69.6439
0.00935928,69.6428
0.00937409,69.6417
0.0093889,69.6405
0.00940371,69.6394
0.00941852,69.6383
0.00943332,69.6372
0.00944813,69.636
0.00946294,69.6349
0.00947775,69.6338
0.00949256,69.6326
0.00950737,69.6315
0.00952218,69.6304
0.00953699,69.6292
0.0095518,69.6281
0.00956661,69.627
0.00958141,69.6258
0.00959622,69.6247
0.00961103,69.6235
0.00962584,69.6224
0.00964065,69.6212
0.00965546,69.6201
0.00967027,69.6189
0.00968508,69.6178
0.00969989,69.6166
0.0097147,69.6155
0.0097295,69.6143
0.00974431,69.6132
0.00975912,69.612
0.00977393,69.6109
0.00978874,69.6097
0.00980355,69.6086
0.00981836,69.6074
0.00983317,69.6063
0.00984798,69.6051
0.00986279,69.6039
0.00987759,69.6028
0.0098924,69.6016
0.00990721,69.6004
0.00992202,69.5993
0.00993683,69.5981
0.00995164,69.5969
0.00996645,69.5958
0.00998126,69.5946
0.00999607,69.5934
0.0100109,69.5923
0.0100257,69.5911
0.0100405,69.5899
0.0100553,69.5887
0.0100701,69.5876
0.0100849,69.5864
0.0100997,69.5852
0.0101145,69.584
0.0101293,69.5829
0.0101442,69.5817
0.010159,69.5805
0.0101738,69.5793
0.0101886,69.5781
0.0102034,69.5769
0.0102182,69.5758
0.010233,69.5746
0.0102478,69.5734
0.0102626,69.5722
0.0102774,69.571
0.0102922,69.5698
0.0103071,69.5686
0.0103219,69.5674
0.0103367,69.5662
0.0103515,69.565
0.0103663,69.5638
0.0103811,69.5626
0.0103959,69.5615
0.0104107,69.5603
0.0104255,69.5591
0.0104403,69.5579
0.0104551,69.5567
0.01047,69.5555
0.0104848,69.5543
0.0104996,69.553
0.0105144,69.5518
0.0105292,69.5506
0.010544,69.5494
0.0105588,69.5482
0.0105736,69.547
0.0105884,69.5458
0.0106032,69.5446
0.010618,69.5434
0.0106329,69.5422
0.0106477,69.541
0.0106625,69.5397
0.0106773,69.5385
0.0106921,69.5373
0.0107069,69.5361
0.0107217,69.5349
0.0107365,69.5337
0.0107513,69.5324
0.0107661,69.5312
0.0107809,69.53
0.0107958,69.5288
0.0108106,69.5276
0.0108254,69.5263
0.0108402,69.5251
0.010855,69.5239
0.0108698,69.5227
0.0108846,69.5214
0.0108994,69.5202
0.0109142,69.519
0.010929,69.5178
0.0109438,69.5165
0.0109587,69.5153
0.0109735,69.5141
0.0109883,69.5128
0.0110031,69.5116
0.0110179,69.5104
0.0110327,69.5091
0.0110475,69.5079
0.0110623,69.5067
0.0110771,69.5054
0.0110919,69.5042
0.0111067,69.503
0.0111215,69.5017
0.0111364,69.5005
0.0111512,69.4992
0.011166,69.498
0.0111808,69.4968
0.0111956,69.4955
0.0112104,69.4943
0.0112252,69.493
0.01124,69.4918
0.0112548,69.4905
0.0112696,69.4893
0.0112844,69.488
0.0112993,69.4868
0.0113141,69.4855
0.0113289,69.4843
0.0113437,69.483
0.0113585,69.4818
0.0113733,69.4805
0.0113881,69.4793
0.0114029,69.478
0.0114177,69.4768
0.0114325,69.4755
0.0114473,69.4743
0.0114622,69.473
0.011477,69.4718
0.0114918,69.4705
0.0115066,69.4692
0.0115214,69.468
0.0115362,69.4667
0.011551,69.4655
0.0115658,69.4642
0.0115806,69.4629
0.0115954,69.4617
0.0116102,69.4604
0.0116251,69.4592
0.0116399,69.4579
0.0116547,69.4566
0.0116695,69.4554
0.0116843,69.4541
0.0116991,69.4528
0.0117139,69.4516
0.0117287,69.4503
0.0117435,69.449
0.0117583,69.4478
0.0117731,69.4465
0.011788,69.4452
0.0118028,69.4439
0.0118176,69.4427
0.0118324,69.4414
0.0118472,69.4401
0.011862,69.4389
0.0118768,69.4376
0.0118916,69.4363
0.0119064,69.435
0.0119212,69.4338
0.011936,69.4325
0.0119509,69.4312
0.0119657,69.4299
0.0119805,69.4286
0.0119953,69.4274
0.0120101,69.4261
0.0120249,69.4248
0.0120397,69.4235
0.0120545,69.4222
0.0120693,69.421
0.0120841,69.4197
0.0120989,69.4184
0.0121138,69.4171
0.0121286,69.4158
0.0121434,69.4145
0.0121582,69.4133
0.012173,69.412
0.0121878,69.4107
0.0122026,69.4094
0.0122174,69.4081
0.0122322,69.4068
0.012247,69.4055
0.0122618,69.4042
0.0122766,69.403
0.0122915,69.4017
0.0123063,69.4004
0.0123211,69.3991
0.0123359,69.3978
0.0123507,69.3965
0.0123655,69.3952
0.0123803,69.3939
0.0123951,69.3926
0.0124099,69.3913
0.0124247,69.39
0.0124395,69.3887
0.0124544,69.3874
0.0124692,69.3861
0.012484,69.3848
0.0124988,69.3835
0.0125136,69.3822
0.0125284,69.3809
0.0125432,69.3796
0.012558,69.3783
0.0125728,69.377
0.0125876,69.3757
0.0126024,69.3744
0.0126173,69.3731
0.0126321,69.3718
0.0126469,69.3705
0.0126617,69.3692
0.0126765,69.3679
0.0126913,69.3666
0.0127061,69.3653
0.0127209,69.364
0.0127357,69.3627
0.0127505,69.3614
0.0127653,69.3601
0.0127802,69.3588
0.012795,69.3575
0.0128098,69.3562
0.0128246,69.3549
0.0128394,69.3536
0.0128542,69.3522
0.012869,69.3509
0.0128838,69.3496
0.0128986,69.3483
0.0129134,69.347
0.0129282,69.3457
0.0129431,69.3444
0.0129579,69.3431
0.0129727,69.3418
0.0129875,69.3404
0.0130023,69.3391
0.0130171,69.3378
0.0130319,69.3365
0.0130467,69.3352
0.0130615,69.3339
0.0130763,69.3326
0.0130911,69.3312
0.013106,69.3299
0.0131208,69.3286
0.0131356,69.3273
0.0131504,69.326
0.0131652,69.3247
0.01318,69.3233
0.0131948,69.322
0.0132096,69.3207
0.0132244,69.3194
0.0132392,69.3181
0.013254,69.3167
0.0132689,69.3154
0.0132837,69.3141
0.0132985,69.3128
0.0133133,69.3115
0.0133281,69.3101
0.0133429,69.3088
0.0133577,69.3075
0.0133725,69.3062
0.0133873,69.3048
0.0134021,69.3035
0.0134169,69.3022
0.0134318,69.3009
0.0134466,69.2995
0.0134614,69.2982
0.0134762,69.2969
0.013491,69.2956
0.0135058,69.2942
0.0135206,69.2929
0.0135354,69.2916
0.0135502,69.2903
0.013565,69.2889
0.0135798,69.2876
0.0135946,69.2863
0.0136095,69.2849
0.0136243,69.2836
0.0136391,69.2823
0.0136539,69.281
0.0136687,69.2796
0.0136835,69.2783
0.0136983,69.277
0.0137131,69.2756
0.0137279,69.2743
0.0137427,69.273
0.0137575,69.2716
0.0137724,69.2703
0.0137872,69.269
0.013802,69.2676
0.0138168,69.2663
0.0138316,69.265
0.0138464,69.2636
0.0138612,69.2623
0.013876,69.261
0.0138908,69.2596
0.0139056,69.2583
0.0139204,69.257
0.0139353,69.2556
0.0139501,69.2543
0.0139649,69.253
0.0139797,69.2516
0.0139945,69.2503
0.0140093,69.2489
0.0140241,69.2476
0.0140389,69.2463
0.0140537,69.2449
0.0140685,69.2436
0.0140833,69.2423
0.0140982,69.2409
0.014113,69.2396
0.0141278,69.2382
0.0141426,69.2369
0.0141574,69.2356
0.0141722,69.2342
0.014187,69.2329
0.0142018,69.2315
0.0142166,69.2302
0.0142314,69.2289
0.0142462,69.2275
0.0142611,69.2262
0.0142759,69.2248
0.0142907,69.2235
0.0143055,69.2221
0.0143203,69.2208
0.0143351,69.2195
0.0143499,69.2181
0.0143647,69.2168
0.0143795,69.2154
0.0143943,69.2141
0.0144091,69.2127
0.014424,69.2114
0.0144388,69.2101
0.0144536,69.2087
0.0144684,69.2074
0.0144832,69.206
0.014498,69.2047
0.0145128,69.2033
0.0145276,69.202
0.0145424,69.2006
0.0145572,69.1993
0.014572,69.1979
0.0145869,69.1966
0.0146017,69.1953
0.0146165,69.1939
0.0146313,69.1926
0.0146461,69.1912
0.0146609,69.1899
0.0146757,69.1885
0.0146905,69.1872
0.0147053,69.1858
0.0147201,69.1845
0.0147349,69.1831
0.0147498,69.1818
0.0147646,69.1804
0.0147794,69.1791
0.0147942,69.1777
0.014809,69.1764
0.0148238,69.175
0.0148386,69.1737
0.0148534,69.1723
0.0148682,69.171
0.014883,69.1696
0.0148978,69.1683
0.0149126,69.1669
0.0149275,69.1656
0.0149423,69.1642
0.0149571,69.1629
0.0149719,69.1615
0.0149867,69.1602
0.0150015,69.1588
0.0150163,69.1575
0.0150311,69.1561
0.0150459,69.1548
0.0150607,69.1534
0.0150755,69.1521
0.0150904,69.1507
0.0151052,69.1493
0.01512,69.148
0.0151348,69.1466
0.0151496,69.1453
0.0151644,69.1439
0.0151792,69.1426
0.015194,69.1412
0.0152088,69.1399
0.0152236,69.1385
0.0152384,69.1372
0.0152533,69.1358
0.0152681,69.1345
0.0152829,69.1331
0.0152977,69.1317
0.0153125,69.1304
0.0153273,69.129
0.0153421,69.1277
0.0153569,69.1263
0.0153717,69.125
0.0153865,69.1236
0.0154013,69.1223
0.0154162,69.1209
0.015431,69.1195
0.0154458,69.1182
0.0154606,69.1168
0.0154754,69.1155
0.0154902,69.1141
0.015505,69.1128
0.0155198,69.1114
0.0155346,69.1101
0.0155494,69.1087
0.0155642,69.1073
0.0155791,69.106
0.0155939,69.1046
0.0156087,69.1033
0.0156235,69.1019
0.0156383,69.1006
0.0156531,69.0992
0.0156679,69.0978
0.0156827,69.0965
0.0156975,69.0951
0.0157123,69.0938
0.0157271,69.0924
0.015742,69.091
0.0157568,69.0897
0.0157716,69.0883
0.0157864,69.087
0.0158012,69.0856
0.015816,69.0843
0.0158308,69.0829
0.0158456,69.0815
0.0158604,69.0802
0.0158752,69.0788
0.01589,69.0775
0.0159049,69.0761
0.0159197,69.0747
0.0159345,69.0734
0.0159493,69.072
0.0159641,69.0707
0.0159789,69.0693
0.0159937,69.0679
0.0160085,69.0666
0.0160233,69.0652
0.0160381,69.0639
0.0160529,69.0625
0.0160678,69.0611
0.0160826,69.0598
0.0160974,69.0584
0.0161122,69.0571
0.016127,69.0557
0.0161418,69.0543
0.0161566,69.053
0.0161714,69.0516
0.0161862,69.0503
0.016201,69.0489
0.0162158,69.0475
0.0162306,69.0462
0.0162455,69.0448
0.0162603,69.0435
0.0162751,69.0421
0.0162899,69.0407
0.0163047,69.0394
0.0163195,69.038
0.0163343,69.0366
0.0163491,69.0353
0.0163639,69.0339
0.0163787,69.0326
0.0163935,69.0312
0.0164084,69.0298
0.0164232,69.0285
0.016438,69.0271
0.0164528,69.0258
0.0164676,69.0244
0.0164824,69.023
0.0164972,69.0217
0.016512,69.0203
0.0165268,69.0189
0.0165416,69.0176
0.0165564,69.0162
0.0165713,69.0149
0.0165861,69.0135
0.0166009,69.0121
0.0166157,69.0108
0.0166305,69.0094
0.0166453,69.008
0.0166601,69.0067
0.0166749,69.0053
0.0166897,69.004
0.0167045,69.0026
0.0167193,69.0012
0.0167342,68.9999
0.016749,68.9985
0.0167638,68.9971
0.0167786,68.9958
0.0167934,68.9944
0.0168082,68.9931
0.016823,68.9917
0.0168378,68.9903
0.0168526,68.989
0.0168674,68.9876
0.0168822,68.9862
0.0168971,68.9849
0.0169119,68.9835
0.0169267,68.9822
0.0169415,68.9808
0.0169563,68.9794
0.0169711,68.9781
0.0169859,68.9767
0.0170007,68.9753
0.0170155,68.974
0.0170303,68.9726
0.0170451,68.9712
0.01706,68.9699
0.0170748,68.9685
0.0170896,68.9672
0.0171044,68.9658
0.0171192,68.9644
0.017134,68.9631
0.0171488,68.9617
0.0171636,68.9603
0.0171784,68.959
0.0171932,68.9576
0.017208,68.9563
0.0172229,68.9549
0.0172377,68.9535
0.0172525,68.9522
0.0172673,68.9508
0.0172821,68.9494
0.0172969,68.9481
0.0173117,68.9467
0.0173265,68.9453
0.0173413,68.944
0.0173561,68.9426
0.0173709,68.9413
0.0173858,68.9399
0.0174006,68.9385
0.0174154,68.9372
0.0174302,68.9358
0.017445,68.9344
0.0174598,68.9331
0.0174746,68.9317
0.0174894,68.9304
0.0175042,68.929
0.017519,68.9276
0.0175338,68.9263
0.0175486,68.9249
0.0175635,68.9235
0.0175783,68.9222
0.0175931,68.9208
0.0176079,68.9194
0.0176227,68.9181
0.0176375,68.9167
0.0176523,68.9154
0.0176671,68.914
0.0176819,68.9126
0.0176967,68.9113
0.0177115,68.9099
0.0177264,68.9085
0.0177412,68.9072
0.017756,68.9058
0.0177708,68.9045
0.0177856,68.9031
0.0178004,68.9017
0.0178152,68.9004
0.01783,68.899
0.0178448,68.8976
0.0178596,68.8963
0.0178744,68.8949
0.0178893,68.8936
0.0179041,68.8922
0.0179189,68.8908
0.0179337,68.8895
0.0179485,68.8881
0.0179633,68.8867
0.0179781,68.8854
0.0179929,68.884
0.0180077,68.8826
0.0180225,68.8813
0.0180373,68.8799
0.0180522,68.8786
0.018067,68.8772
0.0180818,68.8758
0.0180966,68.8745
0.0181114,68.8731
0.0181262,68.8717
0.018141,68.8704
0.0181558,68.869
0.0181706,68.8677
0.0181854,68.8663
0.0182002,68.8649
0.0182151,68.8636
0.0182299,68.8622
0.0182447,68.8609
0.0182595,68.8595
0.0182743,68.8581
0.0182891,68.8568
0.0183039,68.8554
0.0183187,68.854
0.0183335,68.8527
0.0183483,68.8513
0.0183631,68.85
0.018378,68.8486
0.0183928,68.8472
0.0184076,68.8459
0.0184224,68.8445
0.0184372,68.8431
0.018452,68.8418
0.0184668,68.8404
0.0184816,68.8391
0.0184964,68.8377
0.0185112,68.8363
0.018526,68.835
0.0185409,68.8336
0.0185557,68.8323
0.0185705,68.8309
0.0185853,68.8295
0.0186001,68.8282
0.0186149,68.8268
0.0186297,68.8254
0.0186445,68.8241
0.0186593,68.8227
0.0186741,68.8214
0.0186889,68.82
0.0187037,68.8186
0.0187186,68.8173
0.0187334,68.8159
0.0187482,68.8146
0.018763,68.8132
0.0187778,68.8118
0.0187926,68.8105
0.0188074,68.8091
0.0188222,68.8078
0.018837,68.8064
0.0188518,68.805
0.0188666,68.8037
0.0188815,68.8023
0.0188963,68.801
0.0189111,68.7996
0.0189259,68.7982
0.0189407,68.7969
0.0189555,68.7955
0.0189703,68.7942
0.0189851,68.7928
0.0189999,68.7914
0.0190147,68.7901
0.0190295,68.7887
0.0190444,68.7874
0.0190592,68.786
0.019074,68.7846
0.0190888,68.7833
