time,error
0.122307,59.4989
0.122322,59.4976
0.122337,59.4962
0.122352,59.4949
0.122367,59.4935
0.122381,59.4922
0.122396,59.4908
0.122411,59.4895
0.122426,59.4881
0.122441,59.4868
0.122456,59.4854
0.12247,59.4841
0.122485,59.4827
0.1225,59.4814
0.122515,59.48
0.12253,59.4787
0.122544,59.4773
0.122559,59.476
0.122574,59.4746
0.122589,59.4733
0.122604,59.4719
0.122618,59.4706
0.122633,59.4692
0.122648,59.4679
0.122663,59.4665
0.122678,59.4652
0.122692,59.4638
0.122707,59.4625
0.122722,59.4611
0.122737,59.4598
0.122752,59.4584
0.122766,59.4571
0.122781,59.4557
0.122796,59.4544
0.122811,59.453
0.122826,59.4517
0.122841,59.4503
0.122855,59.449
0.12287,59.4476
0.122885,59.4463
0.1229,59.4449
0.122915,59.4436
0.122929,59.4423
0.122944,59.4409
0.122959,59.4396
0.122974,59.4382
0.122989,59.4369
0.123003,59.4355
0.123018,59.4342
0.123033,59.4328
0.123048,59.4315
0.123063,59.4301
0.123077,59.4288
0.123092,59.4274
0.123107,59.4261
0.123122,59.4247
0.123137,59.4234
0.123152,59.422
0.123166,59.4207
0.123181,59.4193
0.123196,59.418
0.123211,59.4166
0.123226,59.4153
0.12324,59.4139
0.123255,59.4126
0.12327,59.4112
0.123285,59.4099
0.1233,59.4085
0.123314,59.4072
0.123329,59.4058
0.123344,59.4045
0.123359,59.4031
0.123374,59.4018
0.123388,59.4004
0.123403,59.3991
0.123418,59.3977
0.123433,59.3964
0.123448,59.395
0.123463,59.3937
0.123477,59.3923
0.123492,59.391
0.123507,59.3896
0.123522,59.3883
0.123537,59.3869
0.123551,59.3856
0.123566,59.3842
0.123581,59.3829
0.123596,59.3815
0.123611,59.3802
0.123625,59.3788
0.12364,59.3775
0.123655,59.3761
0.12367,59.3748
0.123685,59.3734
0.123699,59.3721
0.123714,59.3707
0.123729,59.3694
0.123744,59.368
0.123759,59.3667
0.123774,59.3653
0.123788,59.364
0.123803,59.3626
0.123818,59.3613
0.123833,59.3599
0.123848,59.3586
0.123862,59.3572
0.123877,59.3559
0.123892,59.3545
0.123907,59.3532
0.123922,59.3518
0.123936,59.3505
0.123951,59.3491
0.123966,59.3478
0.123981,59.3464
0.123996,59.3451
0.12401,59.3437
0.124025,59.3424
0.12404,59.341
0.124055,59.3397
0.12407,59.3383
0.124084,59.337
0.124099,59.3356
0.124114,59.3343
0.124129,59.3329
0.124144,59.3316
0.124159,59.3302
0.124173,59.3289
0.124188,59.3275
0.124203,59.3262
0.124218,59.3248
0.124233,59.3235
0.124247,59.3221
0.124262,59.3208
0.124277,59.3194
0.124292,59.3181
0.124307,59.3167
0.124321,59.3154
0.124336,59.314
0.124351,59.3127
0.124366,59.3113
0.124381,59.31
0.124395,59.3086
0.12441,59.3073
0.124425,59.3059
0.12444,59.3046
0.124455,59.3032
0.12447,59.3019
0.124484,59.3005
0.124499,59.2992
0.124514,59.2978
0.124529,59.2965
0.124544,59.2951
0.124558,59.2938
0.124573,59.2924
0.124588,59.291
0.124603,59.2897
0.124618,59.2883
0.124632,59.287
0.124647,59.2856
0.124662,59.2843
0.124677,59.2829
0.124692,59.2816
0.124706,59.2802
0.124721,59.2789
0.124736,59.2775
0.124751,59.2762
0.124766,59.2748
0.124781,59.2735
0.124795,59.2721
0.12481,59.2708
0.124825,59.2694
0.12484,59.2681
0.124855,59.2667
0.124869,59.2654
0.124884,59.264
0.124899,59.2627
0.124914,59.2613
0.124929,59.26
0.124943,59.2586
0.124958,59.2573
0.124973,59.2559
0.124988,59.2546
0.125003,59.2532
0.125017,59.2519
0.125032,59.2505
0.125047,59.2492
0.125062,59.2478
0.125077,59.2465
0.125092,59.2451
0.125106,59.2438
0.125121,59.2424
0.125136,59.2411
0.125151,59.2397
0.125166,59.2384
0.12518,59.237
0.125195,59.2357
0.12521,59.2343
0.125225,59.233
0.12524,59.2316
0.125254,59.2303
0.125269,59.2289
0.125284,59.2276
0.125299,59.2262
0.125314,59.2249
0.125328,59.2235
0.125343,59.2222
0.125358,59.2208
0.125373,59.2195
0.125388,59.2181
0.125402,59.2168
0.125417,59.2154
0.125432,59.2141
0.125447,59.2127
0.125462,59.2114
0.125477,59.21
0.125491,59.2087
0.125506,59.2073
0.125521,59.206
0.125536,59.2046
0.125551,59.2032
0.125565,59.2019
0.12558,59.2005
0.125595,59.1992
0.12561,59.1978
0.125625,59.1965
0.125639,59.1951
0.125654,59.1938
0.125669,59.1924
0.125684,59.1911
0.125699,59.1897
0.125713,59.1884
0.125728,59.187
0.125743,59.1857
0.125758,59.1843
0.125773,59.183
0.125788,59.1816
0.125802,59.1803
0.125817,59.1789
0.125832,59.1776
0.125847,59.1762
0.125862,59.1749
0.125876,59.1735
0.125891,59.1722
0.125906,59.1708
0.125921,59.1695
0.125936,59.1681
0.12595,59.1668
0.125965,59.1654
0.12598,59.1641
0.125995,59.1627
0.12601,59.1614
0.126024,59.16
0.126039,59.1587
0.126054,59.1573
0.126069,59.156
0.126084,59.1546
0.126099,59.1533
0.126113,59.1519
0.126128,59.1506
0.126143,59.1492
0.126158,59.1478
0.126173,59.1465
0.126187,59.1451
0.126202,59.1438
0.126217,59.1424
0.126232,59.1411
0.126247,59.1397
0.126261,59.1384
0.126276,59.137
0.126291,59.1357
0.126306,59.1343
0.126321,59.133
0.126335,59.1316
0.12635,59.1303
0.126365,59.1289
0.12638,59.1276
0.126395,59.1262
0.12641,59.1249
0.126424,59.1235
0.126439,59.1222
0.126454,59.1208
0.126469,59.1195
0.126484,59.1181
0.126498,59.1168
0.126513,59.1154
0.126528,59.1141
0.126543,59.1127
0.126558,59.1114
0.126572,59.11
0.126587,59.1087
0.126602,59.1073
0.126617,59.1059
0.126632,59.1046
0.126646,59.1032
0.126661,59.1019
0.126676,59.1005
0.126691,59.0992
0.126706,59.0978
0.12672,59.0965
0.126735,59.0951
0.12675,59.0938
0.126765,59.0924
0.12678,59.0911
0.126795,59.0897
0.126809,59.0884
0.126824,59.087
0.126839,59.0857
0.126854,59.0843
0.126869,59.083
0.126883,59.0816
0.126898,59.0803
0.126913,59.0789
0.126928,59.0776
0.126943,59.0762
0.126957,59.0749
0.126972,59.0735
0.126987,59.0722
0.127002,59.0708
0.127017,59.0695
0.127031,59.0681
0.127046,59.0667
0.127061,59.0654
0.127076,59.064
0.127091,59.0627
0.127106,59.0613
0.12712,59.06
0.127135,59.0586
0.12715,59.0573
0.127165,59.0559
0.12718,59.0546
0.127194,59.0532
0.127209,59.0519
0.127224,59.0505
0.127239,59.0492
0.127254,59.0478
0.127268,59.0465
0.127283,59.0451
0.127298,59.0438
0.127313,59.0424
0.127328,59.0411
0.127342,59.0397
0.127357,59.0384
0.127372,59.037
0.127387,59.0357
0.127402,59.0343
0.127417,59.0329
0.127431,59.0316
0.127446,59.0302
0.127461,59.0289
0.127476,59.0275
0.127491,59.0262
0.127505,59.0248
0.12752,59.0235
0.127535,59.0221
0.12755,59.0208
0.127565,59.0194
0.127579,59.0181
0.127594,59.0167
0.127609,59.0154
0.127624,59.014
0.127639,59.0127
0.127653,59.0113
0.127668,59.01
0.127683,59.0086
0.127698,59.0073
0.127713,59.0059
0.127728,59.0045
0.127742,59.0032
0.127757,59.0018
0.127772,59.0005
0.127787,58.9991
0.127802,58.9978
0.127816,58.9964
0.127831,58.9951
0.127846,58.9937
0.127861,58.9924
0.127876,58.991
0.12789,58.9897
0.127905,58.9883
0.12792,58.987
0.127935,58.9856
0.12795,58.9843
0.127964,58.9829
0.127979,58.9816
0.127994,58.9802
0.128009,58.9789
0.128024,58.9775
0.128038,58.9761
0.128053,58.9748
0.128068,58.9734
0.128083,58.9721
0.128098,58.9707
0.128113,58.9694
0.128127,58.968
0.128142,58.9667
0.128157,58.9653
0.128172,58.964
0.128187,58.9626
0.128201,58.9613
0.128216,58.9599
0.128231,58.9586
0.128246,58.9572
0.128261,58.9559
0.128275,58.9545
0.12829,58.9532
0.128305,58.9518
0.12832,58.9504
0.128335,58.9491
0.128349,58.9477
0.128364,58.9464
0.128379,58.945
0.128394,58.9437
0.128409,58.9423
0.128424,58.941
0.128438,58.9396
0.128453,58.9383
0.128468,58.9369
0.128483,58.9356
0.128498,58.9342
0.128512,58.9329
0.128527,58.9315
0.128542,58.9302
0.128557,58.9288
0.128572,58.9274
0.128586,58.9261
0.128601,58.9247
0.128616,58.9234
0.128631,58.922
0.128646,58.9207
0.12866,58.9193
0.128675,58.918
0.12869,58.9166
0.128705,58.9153
0.12872,58.9139
0.128735,58.9126
0.128749,58.9112
0.128764,58.9099
0.128779,58.9085
0.128794,58.9072
0.128809,58.9058
0.128823,58.9044
0.128838,58.9031
0.128853,58.9017
0.128868,58.9004
0.128883,58.899
0.128897,58.8977
0.128912,58.8963
0.128927,58.895
0.128942,58.8936
0.128957,58.8923
0.128971,58.8909
0.128986,58.8896
0.129001,58.8882
0.129016,58.8869
0.129031,58.8855
0.129046,58.8842
0.12906,58.8828
0.129075,58.8814
0.12909,58.8801
0.129105,58.8787
0.12912,58.8774
0.129134,58.876
0.129149,58.8747
0.129164,58.8733
0.129179,58.872
0.129194,58.8706
0.129208,58.8693
0.129223,58.8679
0.129238,58.8666
0.129253,58.8652
0.129268,58.8639
0.129282,58.8625
0.129297,58.8611
0.129312,58.8598
0.129327,58.8584
0.129342,58.8571
0.129356,58.8557
0.129371,58.8544
0.129386,58.853
0.129401,58.8517
0.129416,58.8503
0.129431,58.849
0.129445,58.8476
0.12946,58.8463
0.129475,58.8449
0.12949,58.8436
0.129505,58.8422
0.129519,58.8408
0.129534,58.8395
0.129549,58.8381
0.129564,58.8368
0.129579,58.8354
0.129593,58.8341
0.129608,58.8327
0.129623,58.8314
0.129638,58.83
0.129653,58.8287
0.129667,58.8273
0.129682,58.826
0.129697,58.8246
0.129712,58.8233
0.129727,58.8219
0.129742,58.8205
0.129756,58.8192
0.129771,58.8178
0.129786,58.8165
0.129801,58.8151
0.129816,58.8138
0.12983,58.8124
0.129845,58.8111
0.12986,58.8097
0.129875,58.8084
0.12989,58.807
0.129904,58.8057
0.129919,58.8043
0.129934,58.8029
0.129949,58.8016
0.129964,58.8002
0.129978,58.7989
0.129993,58.7975
0.130008,58.7962
0.130023,58.7948
0.130038,58.7935
0.130053,58.7921
0.130067,58.7908
0.130082,58.7894
0.130097,58.7881
0.130112,58.7867
0.130127,58.7854
0.130141,58.784
0.130156,58.7826
0.130171,58.7813
0.130186,58.7799
0.130201,58.7786
0.130215,58.7772
0.13023,58.7759
0.130245,58.7745
0.13026,58.7732
0.130275,58.7718
0.130289,58.7705
0.130304,58.7691
0.130319,58.7677
0.130334,58.7664
0.130349,58.765
0.130364,58.7637
0.130378,58.7623
0.130393,58.761
0.130408,58.7596
0.130423,58.7583
0.130438,58.7569
0.130452,58.7556
0.130467,58.7542
0.130482,58.7529
0.130497,58.7515
0.130512,58.7501
0.130526,58.7488
0.130541,58.7474
0.130556,58.7461
0.130571,58.7447
0.130586,58.7434
0.1306,58.742
0.130615,58.7407
0.13063,58.7393
0.130645,58.738
0.13066,58.7366
0.130674,58.7353
0.130689,58.7339
0.130704,58.7325
0.130719,58.7312
0.130734,58.7298
0.130749,58.7285
0.130763,58.7271
0.130778,58.7258
0.130793,58.7244
0.130808,58.7231
0.130823,58.7217
0.130837,58.7204
0.130852,58.719
0.130867,58.7176
0.130882,58.7163
0.130897,58.7149
0.130911,58.7136
0.130926,58.7122
0.130941,58.7109
0.130956,58.7095
0.130971,58.7082
0.130985,58.7068
0.131,58.7055
0.131015,58.7041
0.13103,58.7028
0.131045,58.7014
0.13106,58.7
0.131074,58.6987
0.131089,58.6973
0.131104,58.696
0.131119,58.6946
0.131134,58.6933
0.131148,58.6919
0.131163,58.6906
0.131178,58.6892
0.131193,58.6879
0.131208,58.6865
0.131222,58.6851
0.131237,58.6838
0.131252,58.6824
0.131267,58.6811
0.131282,58.6797
0.131296,58.6784
0.131311,58.677
0.131326,58.6757
0.131341,58.6743
0.131356,58.673
0.131371,58.6716
0.131385,58.6702
0.1314,58.6689
0.131415,58.6675
0.13143,58.6662
0.131445,58.6648
0.131459,58.6635
0.131474,58.6621
0.131489,58.6608
0.131504,58.6594
0.131519,58.6581
0.131533,58.6567
0.131548,58.6553
0.131563,58.654
0.131578,58.6526
0.131593,58.6513
0.131607,58.6499
0.131622,58.6486
0.131637,58.6472
0.131652,58.6459
0.131667,58.6445
0.131682,58.6432
0.131696,58.6418
0.131711,58.6404
0.131726,58.6391
0.131741,58.6377
0.131756,58.6364
0.13177,58.635
0.131785,58.6337
0.1318,58.6323
0.131815,58.631
0.13183,58.6296
0.131844,58.6282
0.131859,58.6269
0.131874,58.6255
0.131889,58.6242
0.131904,58.6228
0.131918,58.6215
0.131933,58.6201
0.131948,58.6188
0.131963,58.6174
0.131978,58.6161
0.131992,58.6147
0.132007,58.6133
0.132022,58.612
0.132037,58.6106
0.132052,58.6093
0.132067,58.6079
0.132081,58.6066
0.132096,58.6052
0.132111,58.6039
0.132126,58.6025
0.132141,58.6011
0.132155,58.5998
0.13217,58.5984
0.132185,58.5971
0.1322,58.5957
0.132215,58.5944
0.132229,58.593
0.132244,58.5917
0.132259,58.5903
0.132274,58.589
0.132289,58.5876
0.132303,58.5862
0.132318,58.5849
0.132333,58.5835
0.132348,58.5822
0.132363,58.5808
0.132378,58.5795
0.132392,58.5781
0.132407,58.5768
0.132422,58.5754
0.132437,58.574
0.132452,58.5727
0.132466,58.5713
0.132481,58.57
0.132496,58.5686
0.132511,58.5673
0.132526,58.5659
0.13254,58.5646
0.132555,58.5632
0.13257,58.5618
0.132585,58.5605
0.1326,58.5591
0.132614,58.5578
0.132629,58.5564
0.132644,58.5551
0.132659,58.5537
0.132674,58.5524
0.132689,58.551
0.132703,58.5497
0.132718,58.5483
0.132733,58.5469
0.132748,58.5456
0.132763,58.5442
0.132777,58.5429
0.132792,58.5415
0.132807,58.5402
0.132822,58.5388
0.132837,58.5375
0.132851,58.5361
0.132866,58.5347
0.132881,58.5334
0.132896,58.532
0.132911,58.5307
0.132925,58.5293
0.13294,58.528
0.132955,58.5266
0.13297,58.5253
0.132985,58.5239
0.133,58.5225
0.133014,58.5212
0.133029,58.5198
0.133044,58.5185
0.133059,58.5171
0.133074,58.5158
0.133088,58.5144
0.133103,58.5131
0.133118,58.5117
0.133133,58.5103
0.133148,58.509
0.133162,58.5076
0.133177,58.5063
0.133192,58.5049
0.133207,58.5036
0.133222,58.5022
0.133236,58.5009
0.133251,58.4995
0.133266,58.4981
0.133281,58.4968
0.133296,58.4954
0.13331,58.4941
0.133325,58.4927
0.13334,58.4914
0.133355,58.49
0.13337,58.4886
0.133385,58.4873
0.133399,58.4859
0.133414,58.4846
0.133429,58.4832
0.133444,58.4819
0.133459,58.4805
0.133473,58.4792
0.133488,58.4778
0.133503,58.4764
0.133518,58.4751
0.133533,58.4737
0.133547,58.4724
0.133562,58.471
0.133577,58.4697
0.133592,58.4683
0.133607,58.467
0.133621,58.4656
0.133636,58.4642
0.133651,58.4629
0.133666,58.4615
0.133681,58.4602
0.133696,58.4588
0.13371,58.4575
0.133725,58.4561
0.13374,58.4548
0.133755,58.4534
0.13377,58.452
0.133784,58.4507
0.133799,58.4493
0.133814,58.448
0.133829,58.4466
0.133844,58.4453
0.133858,58.4439
0.133873,58.4425
0.133888,58.4412
0.133903,58.4398
0.133918,58.4385
0.133932,58.4371
0.133947,58.4358
0.133962,58.4344
0.133977,58.4331
0.133992,58.4317
0.134007,58.4303
0.134021,58.429
0.134036,58.4276
0.134051,58.4263
0.134066,58.4249
0.134081,58.4236
0.134095,58.4222
0.13411,58.4208
0.134125,58.4195
0.13414,58.4181
0.134155,58.4168
0.134169,58.4154
0.134184,58.4141
0.134199,58.4127
0.134214,58.4114
0.134229,58.41
0.134243,58.4086
0.134258,58.4073
0.134273,58.4059
0.134288,58.4046
0.134303,58.4032
0.134318,58.4019
0.134332,58.4005
0.134347,58.3991
0.134362,58.3978
0.134377,58.3964
0.134392,58.3951
0.134406,58.3937
0.134421,58.3924
0.134436,58.391
0.134451,58.3897
0.134466,58.3883
0.13448,58.3869
0.134495,58.3856
0.13451,58.3842
0.134525,58.3829
0.13454,58.3815
0.134554,58.3802
0.134569,58.3788
0.134584,58.3774
0.134599,58.3761
0.134614,58.3747
0.134628,58.3734
0.134643,58.372
0.134658,58.3707
0.134673,58.3693
0.134688,58.3679
0.134703,58.3666
0.134717,58.3652
0.134732,58.3639
0.134747,58.3625
0.134762,58.3612
0.134777,58.3598
0.134791,58.3584
0.134806,58.3571
0.134821,58.3557
0.134836,58.3544
0.134851,58.353
0.134865,58.3517
0.13488,58.3503
0.134895,58.349
0.13491,58.3476
0.134925,58.3462
0.134939,58.3449
0.134954,58.3435
0.134969,58.3422
0.134984,58.3408
0.134999,58.3395
0.135014,58.3381
0.135028,58.3367
0.135043,58.3354
0.135058,58.334
0.135073,58.3327
0.135088,58.3313
0.135102,58.33
0.135117,58.3286
0.135132,58.3272
0.135147,58.3259
0.135162,58.3245
0.135176,58.3232
0.135191,58.3218
0.135206,58.3205
0.135221,58.3191
0.135236,58.3177
0.13525,58.3164
0.135265,58.315
0.13528,58.3137
0.135295,58.3123
0.13531,58.311
0.135325,58.3096
0.135339,58.3082
0.135354,58.3069
0.135369,58.3055
0.135384,58.3042
0.135399,58.3028
0.135413,58.3015
0.135428,58.3001
0.135443,58.2987
0.135458,58.2974
0.135473,58.296
0.135487,58.2947
0.135502,58.2933
0.135517,58.292
0.135532,58.2906
0.135547,58.2892
0.135561,58.2879
0.135576,58.2865
0.135591,58.2852
0.135606,58.2838
0.135621,58.2825
0.135636,58.2811
0.13565,58.2797
0.135665,58.2784
0.13568,58.277
0.135695,58.2757
0.13571,58.2743
0.135724,58.273
0.135739,58.2716
0.135754,58.2702
0.135769,58.2689
0.135784,58.2675
0.135798,58.2662
0.135813,58.2648
0.135828,58.2635
0.135843,58.2621
0.135858,58.2607
0.135872,58.2594
0.135887,58.258
0.135902,58.2567
0.135917,58.2553
0.135932,58.254
0.135946,58.2526
0.135961,58.2512
0.135976,58.2499
0.135991,58.2485
0.136006,58.2472
0.136021,58.2458
0.136035,58.2445
0.13605,58.2431
0.136065,58.2417
0.13608,58.2404
0.136095,58.239
0.136109,58.2377
0.136124,58.2363
0.136139,58.235
0.136154,58.2336
0.136169,58.2322
0.136183,58.2309
0.136198,58.2295
0.136213,58.2282
0.136228,58.2268
0.136243,58.2254
0.136257,58.2241
0.136272,58.2227
0.136287,58.2214
0.136302,58.22
0.136317,58.2187
0.136332,58.2173
0.136346,58.2159
0.136361,58.2146
0.136376,58.2132
0.136391,58.2119
0.136406,58.2105
0.13642,58.2092
0.136435,58.2078
0.13645,58.2064
0.136465,58.2051
0.13648,58.2037
0.136494,58.2024
0.136509,58.201
0.136524,58.1997
0.136539,58.1983
0.136554,58.1969
0.136568,58.1956
0.136583,58.1942
0.136598,58.1929
0.136613,58.1915
0.136628,58.1901
0.136643,58.1888
0.136657,58.1874
0.136672,58.1861
0.136687,58.1847
0.136702,58.1834
0.136717,58.182
0.136731,58.1806
0.136746,58.1793
0.136761,58.1779
0.136776,58.1766
0.136791,58.1752
0.136805,58.1739
0.13682,58.1725
0.136835,58.1711
0.13685,58.1698
0.136865,58.1684
0.136879,58.1671
0.136894,58.1657
0.136909,58.1643
0.136924,58.163
0.136939,58.1616
0.136954,58.1603
0.136968,58.1589
0.136983,58.1576
0.136998,58.1562
0.137013,58.1548
0.137028,58.1535
0.137042,58.1521
0.137057,58.1508
0.137072,58.1494
0.137087,58.148
0.137102,58.1467
0.137116,58.1453
0.137131,58.144
0.137146,58.1426
0.137161,58.1413
0.137176,58.1399
0.13719,58.1385
0.137205,58.1372
0.13722,58.1358
0.137235,58.1345
0.13725,58.1331
0.137264,58.1317
0.137279,58.1304
0.137294,58.129
0.137309,58.1277
0.137324,58.1263
0.137339,58.125
0.137353,58.1236
0.137368,58.1222
0.137383,58.1209
0.137398,58.1195
0.137413,58.1182
0.137427,58.1168
0.137442,58.1154
0.137457,58.1141
0.137472,58.1127
0.137487,58.1114
0.137501,58.11
0.137516,58.1087
0.137531,58.1073
0.137546,58.1059
0.137561,58.1046
0.137575,58.1032
0.13759,58.1019
0.137605,58.1005
0.13762,58.0991
0.137635,58.0978
0.13765,58.0964
0.137664,58.0951
0.137679,58.0937
0.137694,58.0924
0.137709,58.091
0.137724,58.0896
0.137738,58.0883
0.137753,58.0869
0.137768,58.0856
0.137783,58.0842
0.137798,58.0828
0.137812,58.0815
0.137827,58.0801
0.137842,58.0788
0.137857,58.0774
0.137872,58.0761
0.137886,58.0747
0.137901,58.0733
0.137916,58.072
0.137931,58.0706
0.137946,58.0693
0.137961,58.0679
0.137975,58.0665
0.13799,58.0652
0.138005,58.0638
0.13802,58.0625
0.138035,58.0611
0.138049,58.0597
0.138064,58.0584
0.138079,58.057
0.138094,58.0557
0.138109,58.0543
0.138123,58.053
0.138138,58.0516
0.138153,58.0502
0.138168,58.0489
0.138183,58.0475
0.138197,58.0462
0.138212,58.0448
0.138227,58.0434
0.138242,58.0421
0.138257,58.0407
0.138272,58.0394
0.138286,58.038
0.138301,58.0366
0.138316,58.0353
0.138331,58.0339
0.138346,58.0326
0.13836,58.0312
0.138375,58.0299
0.13839,58.0285
0.138405,58.0271
0.13842,58.0258
0.138434,58.0244
0.138449,58.0231
0.138464,58.0217
0.138479,58.0203
0.138494,58.019
0.138508,58.0176
0.138523,58.0163
0.138538,58.0149
0.138553,58.0135
0.138568,58.0122
0.138582,58.0108
0.138597,58.0095
0.138612,58.0081
0.138627,58.0067
0.138642,58.0054
0.138657,58.004
0.138671,58.0027
0.138686,58.0013
0.138701,58
0.138716,57.9986
0.138731,57.9972
0.138745,57.9959
0.13876,57.9945
0.138775,57.9932
0.13879,57.9918
0.138805,57.9904
0.138819,57.9891
0.138834,57.9877
0.138849,57.9864
0.138864,57.985
0.138879,57.9836
0.138893,57.9823
0.138908,57.9809
0.138923,57.9796
0.138938,57.9782
0.138953,57.9768
0.138968,57.9755
0.138982,57.9741
0.138997,57.9728
0.139012,57.9714
0.139027,57.97
0.139042,57.9687
0.139056,57.9673
0.139071,57.966
0.139086,57.9646
0.139101,57.9632
0.139116,57.9619
0.13913,57.9605
0.139145,57.9592
0.13916,57.9578
0.139175,57.9565
0.13919,57.9551
0.139204,57.9537
0.139219,57.9524
0.139234,57.951
0.139249,57.9497
0.139264,57.9483
0.139279,57.9469
0.139293,57.9456
0.139308,57.9442
0.139323,57.9429
0.139338,57.9415
0.139353,57.9401
0.139367,57.9388
0.139382,57.9374
0.139397,57.9361
0.139412,57.9347
0.139427,57.9333
0.139441,57.932
0.139456,57.9306
0.139471,57.9293
0.139486,57.9279
0.139501,57.9265
0.139515,57.9252
0.13953,57.9238
0.139545,57.9225
0.13956,57.9211
0.139575,57.9197
0.13959,57.9184
0.139604,57.917
0.139619,57.9157
0.139634,57.9143
0.139649,57.9129
0.139664,57.9116
0.139678,57.9102
0.139693,57.9089
0.139708,57.9075
0.139723,57.9061
0.139738,57.9048
0.139752,57.9034
0.139767,57.9021
0.139782,57.9007
0.139797,57.8993
0.139812,57.898
0.139826,57.8966
0.139841,57.8953
0.139856,57.8939
0.139871,57.8925
0.139886,57.8912
0.1399,57.8898
0.139915,57.8885
0.13993,57.8871
0.139945,57.8857
0.13996,57.8844
0.139975,57.883
0.139989,57.8817
0.140004,57.8803
0.140019,57.8789
0.140034,57.8776
0.140049,57.8762
0.140063,57.8749
0.140078,57.8735
0.140093,57.8721
0.140108,57.8708
0.140123,57.8694
0.140137,57.8681
0.140152,57.8667
0.140167,57.8653
0.140182,57.864
0.140197,57.8626
0.140211,57.8613
0.140226,57.8599
0.140241,57.8585
0.140256,57.8572
0.140271,57.8558
0.140286,57.8545
0.1403,57.8531
0.140315,57.8517
0.14033,57.8504
0.140345,57.849
0.14036,57.8477
0.140374,57.8463
0.140389,57.8449
0.140404,57.8436
0.140419,57.8422
0.140434,57.8409
0.140448,57.8395
0.140463,57.8381
0.140478,57.8368
0.140493,57.8354
0.140508,57.8341
0.140522,57.8327
0.140537,57.8313
0.140552,57.83
0.140567,57.8286
0.140582,57.8273
0.140597,57.8259
0.140611,57.8245
0.140626,57.8232
0.140641,57.8218
0.140656,57.8205
0.140671,57.8191
0.140685,57.8177
0.1407,57.8164
0.140715,57.815
0.14073,57.8137
0.140745,57.8123
0.140759,57.8109
0.140774,57.8096
0.140789,57.8082
0.140804,57.8068
0.140819,57.8055
0.140833,57.8041
0.140848,57.8028
0.140863,57.8014
0.140878,57.8
0.140893,57.7987
0.140908,57.7973
0.140922,57.796
0.140937,57.7946
0.140952,57.7932
0.140967,57.7919
0.140982,57.7905
0.140996,57.7892
0.141011,57.7878
0.141026,57.7864
0.141041,57.7851
0.141056,57.7837
0.14107,57.7824
0.141085,57.781
0.1411,57.7796
0.141115,57.7783
0.14113,57.7769
0.141144,57.7756
0.141159,57.7742
0.141174,57.7728
0.141189,57.7715
0.141204,57.7701
0.141218,57.7687
0.141233,57.7674
0.141248,57.766
0.141263,57.7647
0.141278,57.7633
0.141293,57.7619
0.141307,57.7606
0.141322,57.7592
0.141337,57.7579
0.141352,57.7565
0.141367,57.7551
0.141381,57.7538
0.141396,57.7524
0.141411,57.7511
0.141426,57.7497
0.141441,57.7483
0.141455,57.747
0.14147,57.7456
0.141485,57.7443
0.1415,57.7429
0.141515,57.7415
0.141529,57.7402
0.141544,57.7388
0.141559,57.7374
0.141574,57.7361
0.141589,57.7347
0.141604,57.7334
0.141618,57.732
0.141633,57.7306
0.141648,57.7293
0.141663,57.7279
0.141678,57.7266
0.141692,57.7252
0.141707,57.7238
0.141722,57.7225
0.141737,57.7211
0.141752,57.7198
0.141766,57.7184
0.141781,57.717
0.141796,57.7157
0.141811,57.7143
0.141826,57.7129
0.14184,57.7116
0.141855,57.7102
0.14187,57.7089
0.141885,57.7075
0.1419,57.7061
0.141915,57.7048
0.141929,57.7034
0.141944,57.7021
0.141959,57.7007
0.141974,57.6993
0.141989,57.698
0.142003,57.6966
0.142018,57.6952
0.142033,57.6939
0.142048,57.6925
0.142063,57.6912
0.142077,57.6898
0.142092,57.6884
0.142107,57.6871
0.142122,57.6857
0.142137,57.6844
0.142151,57.683
0.142166,57.6816
0.142181,57.6803
0.142196,57.6789
0.142211,57.6775
0.142226,57.6762
0.14224,57.6748
0.142255,57.6735
0.14227,57.6721
0.142285,57.6707
0.1423,57.6694
0.142314,57.668
0.142329,57.6667
0.142344,57.6653
0.142359,57.6639
0.142374,57.6626
0.142388,57.6612
0.142403,57.6598
0.142418,57.6585
0.142433,57.6571
0.142448,57.6558
0.142462,57.6544
0.142477,57.653
0.142492,57.6517
0.142507,57.6503
0.142522,57.649
0.142536,57.6476
0.142551,57.6462
0.142566,57.6449
0.142581,57.6435
0.142596,57.6421
0.142611,57.6408
0.142625,57.6394
0.14264,57.6381
0.142655,57.6367
0.14267,57.6353
0.142685,57.634
0.142699,57.6326
0.142714,57.6313
0.142729,57.6299
0.142744,57.6285
0.142759,57.6272
0.142773,57.6258
0.142788,57.6244
0.142803,57.6231
0.142818,57.6217
0.142833,57.6204
0.142847,57.619
0.142862,57.6176
0.142877,57.6163
0.142892,57.6149
0.142907,57.6135
0.142922,57.6122
0.142936,57.6108
0.142951,57.6095
0.142966,57.6081
0.142981,57.6067
0.142996,57.6054
0.14301,57.604
0.143025,57.6027
0.14304,57.6013
0.143055,57.5999
0.14307,57.5986
0.143084,57.5972
0.143099,57.5958
0.143114,57.5945
0.143129,57.5931
0.143144,57.5918
0.143158,57.5904
0.143173,57.589
0.143188,57.5877
0.143203,57.5863
0.143218,57.5849
0.143233,57.5836
