Position_x,Position_y,value
0.0714286,0.992857,1.5
0.0785714,0.992857,1.5
0.0857143,0.992857,1.5
0.0928571,0.992857,1.5
0.1,0.992857,1.5
0.107143,0.992857,1.5
0.114286,0.992857,1.5
0.121429,0.992857,1.5
0.128571,0.992857,1.5
0.135714,0.992857,1.5
0.142857,0.992857,1.5
0.15,0.992857,1.5
0.157143,0.992857,1.5
0.164286,0.992857,1.5
0.171429,0.992857,1.5
0.178571,0.992857,1.5
0.185714,0.992857,1.5
0.192857,0.992857,1.5
0.2,0.992857,1.5
0.207143,0.992857,1.5
0.214286,0.992857,1.5
0.221429,0.992857,1.5
0.228571,0.992857,1.5
0.235714,0.992857,1.5
0.242857,0.992857,1.5
0.25,0.992857,1.5
0.257143,0.992857,1.5
0.264286,0.992857,1.5
0.271429,0.992857,1.5
0.278571,0.992857,1.5
0.285714,0.992857,1.5
0.292857,0.992857,1.5
0.3,0.992857,1.5
0.307143,0.992857,1.5
0.314286,0.992857,1.5
0.321429,0.992857,1.5
0.328571,0.992857,1.5
0.335714,0.992857,1.5
0.342857,0.992857,1.5
0.35,0.992857,1.5
0.357143,0.992857,1.5
0.364286,0.992857,1.5
0.371429,0.992857,1.5
0.378571,0.992857,1.5
0.385714,0.992857,1.5
0.392857,0.992857,1.5
0.4,0.992857,1.5
0.407143,0.992857,1.5
0.414286,0.992857,1.5
0.421429,0.992857,1.5
0.428571,0.992857,1.5
0.435714,0.992857,1.5
0.442857,0.992857,1.5
0.45,0.992857,1.5
0.457143,0.992857,1.5
0.464286,0.992857,1.5
0.471429,0.992857,1.5
0.478571,0.992857,1.5
0.485714,0.992857,1.5
0.492857,0.992857,1.5
0.5,0.992857,1.5
0.507143,0.992857,1.5
0.514286,0.992857,1.5
0.521429,0.992857,1.5
0.528571,0.992857,1.5
0.535714,0.992857,1.5
0.542857,0.992857,1.5
0.55,0.992857,1.5
0.557143,0.992857,1.5
0.564286,0.992857,1.5
0.571429,0.992857,1.5
0.578571,0.992857,1.5
0.585714,0.992857,1.5
0.592857,0.992857,1.5
0.6,0.992857,1.5
0.607143,0.992857,1.5
0.614286,0.992857,1.5
0.621429,0.992857,1.5
0.628571,0.992857,1.5
0.635714,0.992857,1.5
0.642857,0.992857,1.5
0.65,0.992857,1.5
0.657143,0.992857,1.5
0.664286,0.992857,1.5
0.671429,0.992857,1.5
0.678571,0.992857,1.5
0.685714,0.992857,1.5
0.692857,0.992857,1.5
0.7,0.992857,1.5
0.707143,0.992857,1.5
0.714286,0.992857,1.5
